word;polarity_n0;polarity_n1
sentir dor de cotovelo;POL:N0=-1;
sentir-se nas nuvens;POL:N0=1;
sequestração;POL:N0=-1;
sequestrar;POL:N0=-1;POL:N1=0
sequestrável;POL:N0=-1;
sequestro;POL:N0=-1;
sequioso;POL:N0=-1;
ser culpa de;;POL:N1=-1
ser do contra;POL:N0=-1;
ser do mesmo saco;POL:N0=-1;
ser farinha do mesmo saco;POL:N0=-1;
ser mau como as cobras;POL:N0=-1;
ser melhor do que a encomenda;POL:N0=-1;
ser um homem às direitas;POL:N0=1;
ser um zero à esquerda;POL:N0=-1;
ser uma bela prenda;POL:N0=-1;
ser uma cópia mal feita;;POL:N1=-1
ser uma cópia mal produzida;;POL:N1=-1
ser vítima de si próprio;POL:N0=-1;
seráfico;POL:N0=0;
serelepe;POL:N0=-1;
serenidade;POL:N0=1;
sereno;POL:N0=1;
seriedade;POL:N0=1;
sério;POL:N0=0;
sertanejo;POL:N0=-1;
serviçal;POL:N0=0;
servil;POL:N0=-1;
servilismo;POL:N0=-1;
servo;POL:N0=-1;
severo;POL:N0=-1;
sevo;POL:N0=-1;
sexy;POL:N0=1;
showoff;POL:N0=-1;
sibilino;POL:N0=-1;
sifilítico;POL:N0=-1;
silenciar;POL:N0=1;POL:N1=-1
silencioso;POL:N0=0;
silente;POL:N0=0;
simpatia;POL:N0=1;
simpático;POL:N0=1;
simpatizante;POL:N0=1;
simpatizar;POL:N0=0;POL:N1=1
simples;POL:N0=0;
simplificador;POL:N0=0;
simplista;POL:N0=-1;
simplório;POL:N0=-1;
simulado;POL:N0=-1;
sinceridade;POL:N0=1;
sincero;POL:N0=1;
singelo;POL:N0=0;
singular;POL:N0=0;
sinistro;POL:N0=-1;
sintético;POL:N0=0;
sinuoso;POL:N0=-1;
siso;POL:N0=1;
sistematicidade;POL:N0=1;
sistemático;POL:N0=1;
sisudo;POL:N0=-1;
snob;POL:N0=-1;
snobe;POL:N0=-1;
snobismo;POL:N0=-1;
soberano;POL:N0=0;
soberbo;POL:N0=1;
sobranceiro;POL:N0=0;
sobrealimentado;POL:N0=-1;
sobrecarregado;POL:N0=-1;
sobredotado;POL:N0=1;
sobressair;POL:N0=1;
sobressaltado;POL:N0=-1;
sobressalto;POL:N0=-1;
sobriedade;POL:N0=1;
sóbrio;POL:N0=1;
sociável;POL:N0=1;
socorrido;POL:N0=0;
soez;POL:N0=-1;
sofista;POL:N0=-1;
sofisticação;POL:N0=1;
sofisticado;POL:N0=1;
sofredor;POL:N0=-1;
sôfrego;POL:N0=-1;
sofrer;POL:N0=-1;
sofrido;POL:N0=-1;
sofrimento;POL:N0=-1;
solene;POL:N0=0;
solerte;POL:N0=-1;
solícito;POL:N0=1;
solicitude;POL:N0=1;
solidão;POL:N0=-1;
solidário;POL:N0=1;
sólido;POL:N0=1;
solitário;POL:N0=-1;
soltar-se;POL:N0=1;
soluçante;POL:N0=-1;
sombrio;POL:N0=-1;
sonâmbulo;POL:N0=-1;
sonante;POL:N0=1;
songa-monga;POL:N0=-1;
songamonga;POL:N0=-1;
sonhador;POL:N0=0;
sonolência;POL:N0=-1;
sonolento;POL:N0=-1;
sonsice;POL:N0=-1;
sonso;POL:N0=-1;
sopeiro;POL:N0=-1;
sordidez;POL:N0=-1;
sórdido;POL:N0=-1;
sorna;POL:N0=-1;
sorrateiro;POL:N0=-1;
sorrelfo;POL:N0=-1;
sorridente;POL:N0=1;
sorriso amarelo;POL:N0=-1;
sorumbático;POL:N0=-1;
sossegado;POL:N0=1;
soturno;POL:N0=-1;
sovado;POL:N0=-1;
sovar;POL:N0=1;POL:N1=-1
sovina;POL:N0=-1;
sovinice;POL:N0=-1;
stress;POL:N0=-1;
stressado;POL:N0=-1;
suave;POL:N0=1;
subir nas sondagens;POL:N0=1;
subjectivo;POL:N0=-1;
subjetivo;POL:N0=-1;
subjugação;POL:N0=-1;
subjugado;POL:N0=-1;
subjugador;POL:N0=-1;
subjugante;POL:N0=-1;
subjugar;POL:N0=0;POL:N1=-1
sublimado;POL:N0=1;
sublime;POL:N0=1;
sublimidade;POL:N0=1;
submergido;POL:N0=-1;
submerso;POL:N0=-1;
submetido;POL:N0=-1;
submissão;POL:N0=-1;
submisso;POL:N0=-1;
subordinado;POL:N0=-1;
subordinador;POL:N0=0;
subordinante;POL:N0=-1;
subornado;POL:N0=-1;
subornador;POL:N0=-1;
subornar;POL:N0=-1;POL:N1=-1
subornável;POL:N0=-1;
suborno;POL:N0=-1;
subserviência;POL:N0=-1;
subserviente;POL:N0=-1;
subtil;POL:N0=0;
subversão;POL:N0=-1;
subversivo;POL:N0=-1;
subversor;POL:N0=-1;
sucesso;POL:N0=1;
sucinto;POL:N0=0;
sucumbir;POL:N0=-1;
súdito;POL:N0=-1;
sufocado;POL:N0=-1;
sufocador;POL:N0=-1;
sufocamento;POL:N0=-1;
sufocante;POL:N0=-1;
sufocar;POL:N0=0;POL:N1=-1
sugar;POL:N0=-1;POL:N1=0
sugestionável;POL:N0=-1;
sugestivo;POL:N0=0;
suicida;POL:N0=-1;
suicidar-se;POL:N0=-1;
suicídio;POL:N0=-1;
suíno;POL:N0=-1;
sujidade;POL:N0=-1;
sujo;POL:N0=-1;
sumário;POL:N0=0;
sumição;POL:N0=-1;
sumido;POL:N0=-1;
sumptuoso;POL:N0=1;
suntuoso;POL:N0=1;
superar;POL:N0=1;POL:N1=-1
superconfiante;POL:N0=1;
superdefensivo;POL:N0=-1;
superdotado;POL:N0=1;
superelegância;POL:N0=1;
superelegante;POL:N0=1;
superexigente;POL:N0=0;
superficial;POL:N0=-1;
superficialidade;POL:N0=-1;
supérfluo;POL:N0=-1;
superior;POL:N0=1;
superlotado;POL:N0=-1;
superprotector;POL:N0=0;
superprotetor;POL:N0=0;
supersensível;POL:N0=-1;
supersticioso;POL:N0=-1;
supimpa;POL:N0=1;
supino;POL:N0=0;
suplantado;POL:N0=-1;
suplantar;POL:N0=1;POL:N1=-1
suplicar;POL:N0=-1;POL:N1=0
suposto;POL:N0=-1;
supremo;POL:N0=1;
suprimido;POL:N0=-1;
surdez;POL:N0=-1;
surdo;POL:N0=-1;
surpreendente;POL:N0=1;
surrado;POL:N0=-1;
surreal;POL:N0=-1;
surrealista;POL:N0=-1;
surro;POL:N0=-1;
susceptibilidade;POL:N0=-1;
susceptível;POL:N0=-1;
suscetibilidade;POL:N0=-1;
suscetível;POL:N0=-1;
suspeito;POL:N0=-1;
suspicaz;POL:N0=-1;
suspirante;POL:N0=0;
suspiroso;POL:N0=0;
sussurrante;POL:N0=0;
susto;POL:N0=-1;
sutil;POL:N0=0;
tabagista;POL:N0=-1;
tablóide;POL:N0=-1;
tabu;POL:N0=-1;
tacanhez;POL:N0=-1;
tacanho;POL:N0=-1;
tachado;POL:N0=-1;
tácito;POL:N0=-1;
taciturnidade;POL:N0=-1;
taciturno;POL:N0=-1;
taful;POL:N0=-1;
tagarela;POL:N0=-1;
talento;POL:N0=1;
talentoso;POL:N0=1;
tamanco;POL:N0=-1;
tamaninho;POL:N0=-1;
tangível;POL:N0=1;
tanso;POL:N0=-1;
tapado;POL:N0=-1;
tara;POL:N0=-1;
tarado sexual;POL:N0=-1;
tarado;POL:N0=-1;
tarasco;POL:N0=-1;
tardíloquo;POL:N0=-1;
tardio;POL:N0=-1;
tardo;POL:N0=-1;
tareco;POL:N0=-1;
tareia;POL:N0=-1;
tarimbeiro;POL:N0=-1;
tarouco;POL:N0=-1;
tarouquice;POL:N0=-1;
tartamudo;POL:N0=-1;
tartufo;POL:N0=-1;
tato;POL:N0=-1;
teatral;POL:N0=-1;
teatralidade;POL:N0=-1;
teatralizar;POL:N0=-1;
tédio;POL:N0=-1;
tedioso;POL:N0=-1;
teimoso;POL:N0=-1;
telhudo;POL:N0=-1;
temer;POL:N0=-1;POL:N1=1
temerário;POL:N0=-1;
temeroso;POL:N0=-1;
temido;POL:N0=-1;
temível;POL:N0=-1;
temoroso;POL:N0=-1;
temperado;POL:N0=1;
temperamental;POL:N0=-1;
temperante;POL:N0=0;
tempestivo;POL:N0=-1;
tempestuoso;POL:N0=-1;
temporizador;POL:N0=1;
temudo;POL:N0=-1;
tenaz;POL:N0=0;
tendenciosidade;POL:N0=-1;
tendencioso;POL:N0=-1;
tenebrosidade;POL:N0=-1;
tenebroso;POL:N0=-1;
tenro;POL:N0=-1;
tensão;POL:N0=-1;
tenso;POL:N0=-1;
tênue;POL:N0=0;
teórico;POL:N0=0;
ter a cabeça em água;POL:N0=-1;
ter a cabeça no lugar;POL:N0=1;
ter a consciência pesada;POL:N0=-1;
ter a corda ao pescoço;POL:N0=-1;
ter a faca e o queijo na mão;POL:N0=1;
ter a lágrima ao canto do olho;POL:N0=-1;
ter a razão do seu lado;POL:N0=1;
ter a vida facilitada;POL:N0=1;
ter as costas largas;POL:N0=1;
ter as costas quentes;POL:N0=-1;
ter as horas contadas;POL:N0=-1;
ter boa consciência;POL:N0=1;
ter culpas no cartório;POL:N0=-1;
ter de comer farinha maizena;POL:N0=-1;
ter dois palmos de testa;POL:N0=1;
ter dor de corno;POL:N0=-1;
ter dor de cotovelo;POL:N0=-1;
ter falta de chá;POL:N0=-1;
ter ideias;POL:N0=1;
ter má consciência;POL:N0=-1;
ter macacos na cabeça;POL:N0=-1;
ter macacos no sótão;POL:N0=-1;
ter macaquinhos na cabeça;POL:N0=-1;
ter macaquinhos no sótão;POL:N0=-1;
ter mais olhos que barriga;;POL:N1=-1
ter mau perder;POL:N0=-1;
ter memória curta;POL:N0=-1;
ter na mão;POL:N0=1;POL:N1=-1
ter o nariz empinado;POL:N0=-1;
ter o pavio curto;POL:N0=-1;
ter o rei na barriga;POL:N0=-1;
ter os dias contados;POL:N0=-1;
ter os pés assentes no chão;POL:N0=1;
ter os pés bem assentes na terra;POL:N0=1;
ter sentido de justiça;POL:N0=-1;
ter sentido de oportunidade;POL:N0=-1;
ter sentido de responsabilidade;POL:N0=-1;
ter um aperto no coração;POL:N0=-1;
ter uma grande cara de pau;POL:N0=-1;
ter uma grande lata;POL:N0=-1;
terminante;POL:N0=0;
terno;POL:N0=1;
ternura;POL:N0=1;
ternurento;POL:N0=1;
terráqueo;POL:N0=0;
terrenho;POL:N0=-1;
terreno;POL:N0=0;
terrestre;POL:N0=0;
terrificante;POL:N0=-1;
terrífico;POL:N0=-1;
terrível;POL:N0=-1;
terror;POL:N0=-1;
terrorífico;POL:N0=-1;
terrorismo;POL:N0=-1;
terrorista;POL:N0=-1;
terso;POL:N0=0;
teso;POL:N0=-1;
testo;POL:N0=1;
testudo;POL:N0=-1;
tétrico;POL:N0=-1;
tetro;POL:N0=-1;
tigre;POL:N0=-1;
tigrino;POL:N0=-1;
tímido;POL:N0=-1;
timorato;POL:N0=-1;
tinhosice;POL:N0=-1;
tinhoso;POL:N0=-1;
tino;POL:N0=1;
tirania;POL:N0=-1;
tirânico;POL:N0=-1;
tiranizar;POL:N0=-1;POL:N1=0
tirano;POL:N0=-1;
tirar a água do capote;POL:N0=-1;
tirar nabos da púcara;POL:N0=-1;
tirar o cavalinho da chuva;POL:N0=-1;
tirar o cavalo da chuva;POL:N0=-1;
tirar partido da situação;POL:N0=-1;
tirar proveito eleitoral;POL:N0=-1;
tiririca;POL:N0=-1;
tiritante;POL:N0=-1;
tísico;POL:N0=-1;
tisnado;POL:N0=0;
titilante;POL:N0=0;
titubeante;POL:N0=-1;
tocado;POL:N0=-1;
tocador;POL:N0=-1;
tocante;POL:N0=0;
todo-poderoso;POL:N0=0;
toldado;POL:N0=-1;
toleirão;POL:N0=-1;
tolerância;POL:N0=1;
tolerante;POL:N0=1;
tolhido;POL:N0=-1;
tolhimento;POL:N0=-1;
tolo;POL:N0=-1;
tomar conta do jogo;POL:N0=1;
tomar partido de;POL:N0=0;POL:N1=1
tomar um banho de água fria;POL:N0=-1;
tombado;POL:N0=-1;
tonante;POL:N0=0;
tonificado;POL:N0=1;
tontice;POL:N0=-1;
tontinho;POL:N0=-1;
tonto;POL:N0=-1;
tontura;POL:N0=-1;
torcer o nariz;POL:N0=-1;
torcer por;POL:N0=0;POL:N1=1
torcido;POL:N0=-1;
tormento;POL:N0=-1;
tormentoso;POL:N0=-1;
torpe;POL:N0=-1;
torto;POL:N0=-1;
tortuosidade;POL:N0=-1;
tortuoso;POL:N0=-1;
tortura;POL:N0=-1;
torturado;POL:N0=-1;
torturador;POL:N0=-1;
torturante;POL:N0=-1;
torturar;POL:N0=1;POL:N1=-1
torvo;POL:N0=-1;
tosco;POL:N0=-1;
totó;POL:N0=-1;
tóxico;POL:N0=-1;
toxicodependência;POL:N0=-1;
toxicodependente;POL:N0=-1;
toxicomania;POL:N0=-1;
toxicómano;POL:N0=-1;
trabalhadeira;POL:N0=1;
trabalhador;POL:N0=1;
traficante;POL:N0=-1;
trafulha;POL:N0=-1;
trafulhice;POL:N0=-1;
tragédia;POL:N0=-1;
trágico;POL:N0=-1;
traição;POL:N0=-1;
traiçoeiro;POL:N0=-1;
traído;POL:N0=-1;
traidor;POL:N0=-1;
trair;POL:N0=-1;POL:N1=0
trama;POL:N0=-1;
tramado;POL:N0=-1;
tramar;POL:N0=1;POL:N1=-1
trampa;POL:N0=-1;
trampolineiro;POL:N0=-1;
tramposo;POL:N0=-1;
trangalhadanças;POL:N0=-1;
tranquilidade;POL:N0=1;
tranquilizador;POL:N0=1;
tranquilizante;POL:N0=1;
tranqüilo;POL:N0=1;
tranquilo;POL:N0=1;
transfigurado;POL:N0=0;
transformado;POL:N0=0;
transgredir;POL:N0=-1;POL:N1=0
transido;POL:N0=-1;
transigente;POL:N0=-1;
translúcido;POL:N0=1;
transparência;POL:N0=1;
transparente;POL:N0=1;
transtornado;POL:N0=-1;
transtornar;POL:N0=1;POL:N1=-1
transtorno;POL:N0=-1;
transviado;POL:N0=-1;
trapaceiro;POL:N0=-1;
trapacento;POL:N0=-1;
trapalhada;POL:N0=-1;
trapalhão;POL:N0=-1;
trapalhice;POL:N0=-1;
traquejado;POL:N0=1;
traquina;POL:N0=-1;
tratado;POL:N0=1;
tratante;POL:N0=-1;
tratável;POL:N0=1;
trauliteiro;POL:N0=-1;
trauma;POL:N0=-1;
travesso;POL:N0=-1;
travessura;POL:N0=-1;
travestido;POL:N0=-1;
trazer água no bico;POL:N0=-1;
trazer nas palminhas das mãos;POL:N0=-1;POL:N1=0
trazer o diabo no corpo;POL:N0=-1;
trazer o diabo no ventre;POL:N0=-1;
trazer o rei na barriga;POL:N0=-1;
tremebundo;POL:N0=-1;
tremelicas;POL:N0=-1;
tremente;POL:N0=-1;
tremer;POL:N0=-1;
tremido;POL:N0=-1;
trêmulo;POL:N0=-1;
trémulo;POL:N0=-1;
trepador;POL:N0=0;
tresloucado;POL:N0=-1;
tresmalhado;POL:N0=-1;
treta;POL:N0=-1;
trevoso;POL:N0=-1;
trincado;POL:N0=-1;
triste;POL:N0=-1;
tristeza;POL:N0=-1;
tristonho;POL:N0=-1;
triturado;POL:N0=-1;
triunfador;POL:N0=1;
triunfante;POL:N0=1;
triunfo;POL:N0=1;
trivial;POL:N0=-1;
troca-tintas;POL:N0=-1;
trocar alhos por bogalhos;POL:N0=-1;
trocar os pés pelas mãos;POL:N0=-1;
trocar-se todo;POL:N0=-1;
trocista;POL:N0=-1;
troglodita;POL:N0=-1;
troliteiro;POL:N0=-1;
trombudo;POL:N0=-1;
trôpego;POL:N0=-1;
truanesco;POL:N0=-1;
trucidação;POL:N0=-1;
trucidado;POL:N0=-1;
trucidante;POL:N0=-1;
trucidar;POL:N0=1;POL:N1=-1
truculência;POL:N0=-1;
truculento;POL:N0=-1;
truque de magia;POL:N0=-1;
truque;POL:N0=-1;
tumulto;POL:N0=-1;
tumultuado;POL:N0=-1;
tumultuário;POL:N0=-1;
tumultuoso;POL:N0=-1;
turbador;POL:N0=-1;
turbulência;POL:N0=-1;
turbulento;POL:N0=-1;
turrão;POL:N0=-1;
ubíquo;POL:N0=1;
ufano;POL:N0=0;
ultrajado;POL:N0=-1;
ultrajante;POL:N0=-1;
ultrajar;POL:N0=-1;POL:N1=0
ultraje;POL:N0=-1;
ultrapassado;POL:N0=-1;
ultrapassar;POL:N0=1;POL:N1=-1
unificador;POL:N0=1;
uniforme;POL:N0=0;
uniformizador;POL:N0=1;
unívoco;POL:N0=1;
untuosidade;POL:N0=-1;
untuoso;POL:N0=-1;
urbano;POL:N0=0;
urinado;POL:N0=-1;
usar;POL:N0=-1;POL:N1=0
usurário;POL:N0=-1;
usurpador;POL:N0=-1;
usurpar;POL:N0=-1;POL:N1=0
útil;POL:N0=1;
utopia;POL:N0=-1;
utópico;POL:N0=-1;
utopista;POL:N0=-1;
uxoricida;POL:N0=-1;
vacilação;POL:N0=-1;
vacilante;POL:N0=0;
vacilar;POL:N0=-1;
vadiação;POL:N0=-1;
vadiagem;POL:N0=-1;
vadio;POL:N0=-1;
vagabundagem;POL:N0=-1;
vagabundo;POL:N0=-1;
vagamundo;POL:N0=-1;
vagaroso;POL:N0=-1;
vago;POL:N0=-1;
vaguear;POL:N0=-1;
vagueza;POL:N0=-1;
vaiado;POL:N0=-1;
vaidoso;POL:N0=-1;
valentão;POL:N0=1;
valente;POL:N0=1;
valentia;POL:N0=1;
valetudinário;POL:N0=-1;
validade;POL:N0=1;
válido;POL:N0=1;
valioso;POL:N0=1;
valorizar;POL:N0=0;POL:N1=1
valoroso;POL:N0=1;
vandálico;POL:N0=-1;
vandalismo;POL:N0=-1;
vândalo;POL:N0=-1;
vangloriar-se;POL:N0=-1;
vanguardeiro;POL:N0=1;
vanguardista;POL:N0=1;
vantagem;POL:N0=1;
vantajoso;POL:N0=1;
vão;POL:N0=-1;
vaporoso;POL:N0=0;
varado;POL:N0=-1;
varonil;POL:N0=1;
varrido;POL:N0=-1;
vassalo;POL:N0=-1;
vazio;POL:N0=-1;
vedado;POL:N0=-1;
veemente;POL:N0=0;
velado;POL:N0=-1;
velhacaria;POL:N0=-1;
velhaco;POL:N0=-1;
velho e relho;POL:N0=-1;
velho;POL:N0=-1;
velhote;POL:N0=-1;
veloso;POL:N0=0;
veloz;POL:N0=1;
venal;POL:N0=-1;
vencedor;POL:N0=1;
vencer;POL:N0=1;POL:N1=-1
vencido;POL:N0=-1;
vencível;POL:N0=-1;
vendedor;POL:N0=-1;
vender banha da cobra;POL:N0=-1;
vender gato por lebre;POL:N0=-1;
vender-se;POL:N0=-1;
vendido;POL:N0=-1;
veneno;POL:N0=-1;
venenoso;POL:N0=-1;
venerado;POL:N0=1;
venerando;POL:N0=1;
venerar;POL:N0=0;POL:N1=1
venerável;POL:N0=1;
ventrudo;POL:N0=-1;
venturoso;POL:N0=1;
ver a luz ao fundo do túnel;POL:N0=1;
ver a vida a andar para trás;POL:N0=-1;
ver a vidinha a andar para trás;POL:N0=-1;
ver com olhos de ver;POL:N0=1;
veracidade;POL:N0=1;
veraz;POL:N0=1;
verdade;POL:N0=1;
verdadeiro;POL:N0=1;
vergado;POL:N0=-1;
vergonha;POL:N0=-1;
vergonhoso;POL:N0=-1;
veridicidade;POL:N0=1;
verídico;POL:N0=1;
vermelhusco;POL:N0=-1;
verosímil;POL:N0=1;
verosimilhante;POL:N0=1;
verrinoso;POL:N0=-1;
versado;POL:N0=1;
versátil;POL:N0=1;
versatilidade;POL:N0=1;
vertical;POL:N0=1;
vesgo;POL:N0=-1;
vetusto;POL:N0=0;
vexação;POL:N0=-1;
vexado;POL:N0=-1;
vexar;POL:N0=1;POL:N1=-1
viajado;POL:N0=1;
vibrante;POL:N0=0;
viciado;POL:N0=-1;
vicioso;POL:N0=-1;
viçosidade;POL:N0=1;
viçoso;POL:N0=1;
videirinho;POL:N0=-1;
vigarice;POL:N0=-1;
vigarista;POL:N0=-1;
vígaro;POL:N0=-1;
vigiado;POL:N0=0;
vígil;POL:N0=1;
vigor;POL:N0=1;
vigoroso;POL:N0=1;
vil;POL:N0=-1;
vilão;POL:N0=-1;
vinagrento;POL:N0=-1;
vindicativo;POL:N0=0;
vingança;POL:N0=-1;
vingativo;POL:N0=-1;
vinolência;POL:N0=-1;
vinolento;POL:N0=-1;
violado;POL:N0=-1;
violência doméstica;POL:N0=-1;
violentado;POL:N0=-1;
violento;POL:N0=-1;
viperino;POL:N0=-1;
vira-casacas;POL:N0=-1;
virar a cabeça a;POL:N0=-1;POL:N1=-1
virar a casaca;POL:N0=-1;
virar as costas a;POL:N0=-1;POL:N1=0
virar o bico ao prego;POL:N0=-1;
virginal;POL:N0=0;
viril;POL:N0=1;
virtuoso;POL:N0=1;
virulento;POL:N0=-1;
visceral;POL:N0=-1;
viscoso;POL:N0=-1;
visionário;POL:N0=1;
vistoso;POL:N0=1;
vitalista;POL:N0=0;
vitalizador;POL:N0=1;
vítima;POL:N0=-1;
vitimar;POL:N0=1;POL:N1=-1
vitimização;POL:N0=-1;
vitória;POL:N0=1;
vitorioso;POL:N0=1;
vivaço;POL:N0=1;
vivaz;POL:N0=1;
vivedor;POL:N0=1;
vívido;POL:N0=0;
vivido;POL:N0=1;
vivificador;POL:N0=1;
vivificante;POL:N0=0;
vivo;POL:N0=1;
vociferação;POL:N0=-1;
vociferador;POL:N0=-1;
vociferante;POL:N0=-1;
voltar à cepa torta;POL:N0=-1;
voltar as costas a;POL:N0=-1;POL:N1=0
voltar com a palavra atrás;POL:N0=-1;
voluntariosidade;POL:N0=1;
voluntarioso;POL:N0=-1;
voluntarista;POL:N0=0;
voluptuoso;POL:N0=0;
volúvel;POL:N0=-1;
vomitado;POL:N0=-1;
vomitar-se;POL:N0=-1;
vómito;POL:N0=-1;
vorace;POL:N0=-1;
voraz;POL:N0=-1;
votar contra;POL:N0=0;POL:N1=-1
votar;POL:N0=0;POL:N1=1
vulgar;POL:N0=-1;
vulgaridade;POL:N0=-1;
vulgarizado;POL:N0=-1;
vulgarizador;POL:N0=-1;
vulnerabilidade;POL:N0=-1;
vulnerável;POL:N0=-1;
xenófilo;POL:N0=1;
xenofobia;POL:N0=-1;
xenófobo;POL:N0=-1;
xexé;POL:N0=-1;
xingar;POL:N0=-1;POL:N1=-1
zaino;POL:N0=-1;
zanga;POL:N0=-1;
zangado;POL:N0=-1;
zargo;POL:N0=0;
zarolho;POL:N0=-1;
zelo;POL:N0=1;
zeloso;POL:N0=1;
zelote;POL:N0=-1;
zombar;POL:N0=1;POL:N1=-1
zombeteiro;POL:N0=-1;
zonzeira;POL:N0=-1;
zonzo;POL:N0=-1;
zote;POL:N0=-1;
zumbidor;POL:N0=-1;
