word,part_of_speech,target,polarity_n0,polarity_n1,anotation
querer poleiro,IDIOM,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
querer tacho,IDIOM,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
querido,Adj,TG=HUM:N0,POL:N0=1,,ANOT=MAN
querubínico,Adj,TG=HUM:N0,POL:N0=1,,ANOT=MAN
questionável,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=JALC
quezilento,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
quezília,N,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
quieto,Adj,TG=HUM:N0,POL:N0=0,,ANOT=MAN
quisto,Adj,TG=HUM:N0,POL:N0=1,,ANOT=JALC
quixotesco,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
rabelaisiano,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
rabeta,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
rabicho,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=JALC
rabigo,Adj,TG=HUM:N0,POL:N0=0,,ANOT=MAN
rabino,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
rabudo,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=JALC
rabugento,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
rabugice,N,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
rabulista,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
racional,Adj,TG=HUM:N0,POL:N0=1,,ANOT=MAN
racionalista,Adj,TG=HUM:N0,POL:N0=0,,ANOT=MAN
racista,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
radiante,Adj,TG=HUM:N0,POL:N0=1,,ANOT=MAN
radical,Adj,TG=HUM:N0,POL:N0=0,,ANOT=MAN
radicalista,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
radioso,Adj,TG=HUM:N0,POL:N0=1,,ANOT=MAN
raiva,N,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
raivento,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
raivoso,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
ralado,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=JALC
ralador,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
ralhão,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
ralhar,V,TG=HUM:N0:N1,POL:N0=0,POL:N1=-1,ANOT=MAN
ralheta,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
rameloso,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
rancor,N,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
rancores,N,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
rancoroso,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
rançoso,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=JALC
ranheta,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=JALC
ranhosice,N,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
ranhoso,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
ranzinza,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=JALC
rápido,Adj,TG=HUM:N0,POL:N0=1,,ANOT=MAN
rapioqueiro,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
raposeiro,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
raposino,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
raquítico,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
raquitismo,N,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
raro,Adj,TG=HUM:N0,POL:N0=1,,ANOT=JALC
rasca,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
rasgado,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=JALC
rasteiro,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
rastejante,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
rato,Adj,TG=HUM:N0,POL:N0=0,,ANOT=MAN
razoável,Adj,TG=HUM:N0,POL:N0=1,,ANOT=MAN
reaccionário,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
reacionário,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=JALC
reactivo,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
real,Adj,TG=HUM:N0,POL:N0=1,,ANOT=JALC
realismo,N,TG=HUM:N0,POL:N0=1,,ANOT=MAN
realista,Adj,TG=HUM:N0,POL:N0=1,,ANOT=MAN
realizado,Adj,TG=HUM:N0,POL:N0=1,,ANOT=JALC
reativo,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
rebaixado,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=JALC
rebaixar-se,V,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
rebaixar,V,TG=HUM:N0:N1,POL:N0=1,POL:N1=-1,ANOT=MAN
rebarbativo,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
rebater,V,TG=HUM:N0:N1,POL:N0=1,POL:N1=-1,ANOT=MAN
rebatido,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=JALC
rebelado,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
rebelde,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
rebuscado,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
recalcado,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=JALC
recalcamento,N,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
recalcitrante,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
recatado,Adj,TG=HUM:N0,POL:N0=1,,ANOT=MAN
receoso,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=JALC
receptível,Adj,TG=HUM:N0,POL:N0=1,,ANOT=JALC
receptividade,N,TG=HUM:N0,POL:N0=1,,ANOT=MAN
receptivo,Adj,TG=HUM:N0,POL:N0=1,,ANOT=MAN
recetível,Adj,TG=HUM:N0,POL:N0=1,,ANOT=JALC
recetividade,N,TG=HUM:N0,POL:N0=1,,ANOT=MAN
recetivo,Adj,TG=HUM:N0,POL:N0=1,,ANOT=MAN
rechaçado,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=JALC
rechonchudo,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
recluso,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=JALC
recomendado,Adj,TG=HUM:N0,POL:N0=1,,ANOT=JALC
recomendável,Adj,TG=HUM:N0,POL:N0=1,,ANOT=JALC
recomposto,Adj,TG=HUM:N0,POL:N0=1,,ANOT=MAN
reconciliador,Adj,TG=HUM:N0,POL:N0=1,,ANOT=MAN
reconfortado,Adj,TG=HUM:N0,POL:N0=1,,ANOT=MAN
reconstituído,Adj,TG=HUM:N0,POL:N0=1,,ANOT=JALC
recreativo,Adj,TG=HUM:N0,POL:N0=1,,ANOT=MAN
recriminador,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
recriminar,V,TG=HUM:N0:N1,POL:N0=0,POL:N1=-1,ANOT=MAN
rectidão,N,TG=HUM:N0,POL:N0=1,,ANOT=MAN
rectilíneo,Adj,TG=HUM:N0,POL:N0=1,,ANOT=JALC
recto,Adj,TG=HUM:N0,POL:N0=1,,ANOT=MAN
recuperado,Adj,TG=HUM:N0,POL:N0=1,,ANOT=MAN
recuperável,Adj,TG=HUM:N0,POL:N0=1,,ANOT=JALC
recusado,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=JALC
redentor,Adj,TG=HUM:N0,POL:N0=0,,ANOT=MAN
redimível,Adj,TG=HUM:N0,POL:N0=0,,ANOT=MAN
redivivo,Adj,TG=HUM:N0,POL:N0=1,,ANOT=JALC
redondo,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
reducionista,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=JALC
redundância,N,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
redundante,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
redutor,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=JALC
reduzido,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=JALC
reelegível,Adj,TG=HUM:N0,POL:N0=1,,ANOT=MAN
reeleito,Adj,TG=HUM:N0,POL:N0=1,,ANOT=MAN
refalsado,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
refeito,Adj,TG=HUM:N0,POL:N0=1,,ANOT=MAN
refilão,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
refinado,Adj,TG=HUM:N0,POL:N0=0,,ANOT=MAN
reflectido,Adj,TG=HUM:N0,POL:N0=1,,ANOT=JALC
reflectivo,Adj,TG=HUM:N0,POL:N0=1,,ANOT=MAN
refletido,Adj,TG=HUM:N0,POL:N0=1,,ANOT=JALC
refletivo,Adj,TG=HUM:N0,POL:N0=1,,ANOT=JALC
reflexivo,Adj,TG=HUM:N0,POL:N0=1,,ANOT=JALC
reforçado,Adj,TG=HUM:N0,POL:N0=1,,ANOT=JALC
refractário,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
refratário,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
refrescado,Adj,TG=HUM:N0,POL:N0=0,,ANOT=JALC
refrescante,Adj,TG=HUM:N0,POL:N0=1,,ANOT=JALC
refugiado,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=JALC
refugiar-se,V,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
refulgente,Adj,TG=HUM:N0,POL:N0=1,,ANOT=JALC
refutado,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=JALC
refutar,V,TG=HUM:N0:N1,POL:N0=1,POL:N1=-1,ANOT=MAN
regalado,Adj,TG=HUM:N0,POL:N0=1,,ANOT=MAN
regatão,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
regateador,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
regateiro,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
regelado,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
regenerado,Adj,TG=HUM:N0,POL:N0=1,,ANOT=MAN
regenerável,Adj,TG=HUM:N0,POL:N0=1,,ANOT=MAN
régio,Adj,TG=HUM:N0,POL:N0=1,,ANOT=JALC
regrado,Adj,TG=HUM:N0,POL:N0=1,,ANOT=MAN
regular,Adj,TG=HUM:N0,POL:N0=1,,ANOT=MAN
reinadio,Adj,TG=HUM:N0,POL:N0=1,,ANOT=MAN
reinante,Adj,TG=HUM:N0,POL:N0=1,,ANOT=MAN
reincidente,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=JALC
reivindicador,Adj,TG=HUM:N0,POL:N0=0,,ANOT=MAN
reivindicativo,Adj,TG=HUM:N0,POL:N0=0,,ANOT=MAN
rejeitado,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=JALC
rejuvenescido,Adj,TG=HUM:N0,POL:N0=1,,ANOT=MAN
relambório,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
relapso,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
relaxado,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
reles,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
relevante,Adj,TG=HUM:N0,POL:N0=1,,ANOT=JALC
religioso,Adj,TG=HUM:N0,POL:N0=0,,ANOT=MAN
remansado,Adj,TG=HUM:N0,POL:N0=0,,ANOT=MAN
remansoso,Adj,TG=HUM:N0,POL:N0=0,,ANOT=MAN
remediado,Adj,TG=HUM:N0,POL:N0=0,,ANOT=MAN
remelado,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
remeloso,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
remendado,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=JALC
remendão,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
remendeiro,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
remisso,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
remoçado,Adj,TG=HUM:N0,POL:N0=1,,ANOT=MAN
renascer das cinzas,IDIOM,TG=HUM:N0,POL:N0=1,,ANOT=MAN
render-se,V,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
renegado,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
renitente,Adj,TG=HUM:N0,POL:N0=0,,ANOT=JALC
renovado,Adj,TG=HUM:N0,POL:N0=1,,ANOT=MAN
repelente,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
repelido,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=JALC
repelir,V,TG=HUM:N0:N1,POL:N0=1,POL:N1=-1,ANOT=MAN
repentinoso,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
repetente,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
repetitivo,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
repimpado,Adj,TG=HUM:N0,POL:N0=0,,ANOT=MAN
replicador,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
reposto,Adj,TG=HUM:N0,POL:N0=1,,ANOT=MAN
repreender,V,TG=HUM:N0:N1,POL:N0=0,POL:N1=-1,ANOT=MAN
repreensível,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
represo,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=JALC
repressão,N,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
repressivo,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=JALC
repressor,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
reprimido,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
reprimir,V,TG=HUM:N0:N1,POL:N0=1,POL:N1=-1,ANOT=MAN
reprovação,N,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
reprovado,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
reprovador,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
reprovar,V,TG=HUM:N0:N1,POL:N0=0,POL:N1=-1,ANOT=MAN
reprovável,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=JALC
reptante,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
réptil,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=JALC
repudiar,V,TG=HUM:N0:N1,POL:N0=0,POL:N1=-1,ANOT=MAN
repugnância,N,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
repugnante,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
repulsão,N,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
repulsivo,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
repulso,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=JALC
reputado,Adj,TG=HUM:N0,POL:N0=1,,ANOT=MAN
requebrado,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
requebro,N,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
requintado,Adj,TG=HUM:N0,POL:N0=1,,ANOT=MAN
reservado,Adj,TG=HUM:N0,POL:N0=0,,ANOT=MAN
resignado,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=JALC
resmungão,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
resmunguice,N,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
resoluto,Adj,TG=HUM:N0,POL:N0=1,,ANOT=MAN
resolvido,Adj,TG=HUM:N0,POL:N0=1,,ANOT=MAN
respeitabilidade,N,TG=HUM:N0,POL:N0=1,,ANOT=MAN
respeitado,Adj,TG=HUM:N0,POL:N0=1,,ANOT=MAN
respeitador,Adj,TG=HUM:N0,POL:N0=1,,ANOT=MAN
respeitar,V,TG=HUM:N0:N1,POL:N0=0,POL:N1=1,ANOT=MAN
respeitável,Adj,TG=HUM:N0,POL:N0=1,,ANOT=MAN
respeito,N,TG=HUM:N0,POL:N0=1,,ANOT=MAN
respeitoso,Adj,TG=HUM:N0,POL:N0=1,,ANOT=MAN
respingão,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
respondão,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
respondedor,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
responsabilidade,N,TG=HUM:N0,POL:N0=1,,ANOT=MAN
responsabilizar,V,TG=HUM:N0:N1,POL:N0=0,POL:N1=-1,ANOT=MAN
responsabilizável,Adj,TG=HUM:N0,POL:N0=0,,ANOT=JALC
responsável,Adj,TG=HUM:N0,POL:N0=1,,ANOT=MAN
ressabiado,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
ressabido,Adj,TG=HUM:N0,POL:N0=1,,ANOT=MAN
ressarcido,Adj,TG=HUM:N0,POL:N0=1,,ANOT=MAN
ressentido,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=JALC
ressequido,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=JALC
ressuscitado,Adj,TG=HUM:N0,POL:N0=1,,ANOT=JALC
restabelecido,Adj,TG=HUM:N0,POL:N0=1,,ANOT=MAN
restaurado,Adj,TG=HUM:N0,POL:N0=1,,ANOT=JALC
restringido,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=JALC
restritivo,Adj,TG=HUM:N0,POL:N0=0,,ANOT=MAN
retardado,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
reticente,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=JALC
retidão,N,TG=HUM:N0,POL:N0=1,,ANOT=MAN
retido,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=JALC
retilíneo,Adj,TG=HUM:N0,POL:N0=1,,ANOT=JALC
reto,Adj,TG=HUM:N0,POL:N0=1,,ANOT=JALC
retorcido,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
retórico,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
retorto,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
retracto,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
retraído,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
retrair-se,V,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
retrete,N,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
retrocesso,N,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
retrogradação,N,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
retrógrado,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
retrospectivo,Adj,TG=HUM:N0,POL:N0=0,,ANOT=MAN
retrospetivo,Adj,TG=HUM:N0,POL:N0=0,,ANOT=MAN
retumbante,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=JALC
réu,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=JALC
revel,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
revelho,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
reverenciado,Adj,TG=HUM:N0,POL:N0=1,,ANOT=JALC
reverenciador,Adj,TG=HUM:N0,POL:N0=0,,ANOT=MAN
reverencioso,Adj,TG=HUM:N0,POL:N0=0,,ANOT=MAN
reverente,Adj,TG=HUM:N0,POL:N0=0,,ANOT=MAN
revigorado,Adj,TG=HUM:N0,POL:N0=1,,ANOT=JALC
revoltado,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
revoltante,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=JALC
revoltar-se,V,TG=HUM:N0:N1,POL:N0=0,POL:N1=-1,ANOT=MAN
revoltoso,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
revolucionado,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=JALC
revolucionário,Adj,TG=HUM:N0,POL:N0=0,,ANOT=MAN
rezina,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
rezingão,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
ribaldeiro,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
ribaldo,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
ricaço,Adj,TG=HUM:N0,POL:N0=0,,ANOT=MAN
ricalhaço,Adj,TG=HUM:N0,POL:N0=0,,ANOT=MAN
rico,Adj,TG=HUM:N0,POL:N0=1,,ANOT=MAN
ridente,Adj,TG=HUM:N0,POL:N0=1,,ANOT=MAN
ridicularização,N,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
ridicularizador,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
ridicularizante,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
ridicularizar-se,V,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
ridicularizar,V,TG=HUM:N0:N1,POL:N0=1,POL:N1=-1,ANOT=MAN
ridiculez,N,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
ridículo,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
ridículo,N,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
rígido,Adj,TG=HUM:N0,POL:N0=0,,ANOT=MAN
rigor,N,TG=HUM:N0,POL:N0=1,,ANOT=MAN
rigorista,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
rigoroso,Adj,TG=HUM:N0,POL:N0=1,,ANOT=MAN
rijo,Adj,TG=HUM:N0,POL:N0=1,,ANOT=MAN
risível,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=JALC
risonho,Adj,TG=HUM:N0,POL:N0=1,,ANOT=MAN
rispidez,N,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
ríspido,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
robustecido,Adj,TG=HUM:N0,POL:N0=1,,ANOT=MAN
robustez,N,TG=HUM:N0,POL:N0=1,,ANOT=MAN
robusto,Adj,TG=HUM:N0,POL:N0=1,,ANOT=MAN
rodado,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=JALC
roedor,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=JALC
roer-se,V,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
rogativo,Adj,TG=HUM:N0,POL:N0=0,,ANOT=MAN
rolê,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=JALC
roliço,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
romanesco,Adj,TG=HUM:N0,POL:N0=0,,ANOT=JALC
romântico,Adj,TG=HUM:N0,POL:N0=0,,ANOT=MAN
rompido,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=JALC
roncador,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
roncante,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
roncão,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
ronceiro,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
rosnar,V,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
rotineiro,Adj,TG=HUM:N0,POL:N0=0,,ANOT=MAN
roto,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
roubado,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=JALC
roubar,V,TG=HUM:N0:N1,POL:N0=-1,POL:N1=0,ANOT=MAN
rouco,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=JALC
roufenho,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
rouquidão,N,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
rúbeo,Adj,TG=HUM:N0,POL:N0=0,,ANOT=JALC
rubicundo,Adj,TG=HUM:N0,POL:N0=0,,ANOT=MAN
ruborescido,Adj,TG=HUM:N0,POL:N0=0,,ANOT=MAN
ruborizado,Adj,TG=HUM:N0,POL:N0=0,,ANOT=MAN
rubro,Adj,TG=HUM:N0,POL:N0=0,,ANOT=MAN
rude,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
rudeza ,N,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
rudimentar,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=JALC
ruído,N,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
ruidoso,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
ruim,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
ruindade,N,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
ruinoso,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
russófobo,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
rústico,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
sabedor,Adj,TG=HUM:N0,POL:N0=0,,ANOT=MAN
sabedoria,N,TG=HUM:N0,POL:N0=1,,ANOT=MAN
saber separar as águas,IDIOM,TG=HUM:N0,POL:N0=1,,ANOT=MAN
sabichão,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
sabido,Adj,TG=HUM:N0,POL:N0=0,,ANOT=MAN
sábio,Adj,TG=HUM:N0,POL:N0=1,,ANOT=MAN
sabotar,V,TG=HUM:N0:N1,POL:N0=-1,POL:N1=0,ANOT=MAN
sacado,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=JALC
sacana,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
saciado,Adj,TG=HUM:N0,POL:N0=0,,ANOT=MAN
sacrificador,Adj,TG=HUM:N0,POL:N0=0,,ANOT=MAN
sacrificar-se,V,TG=HUM:N0,POL:N0=1,,ANOT=MAN
sacrifício,N,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
sacrilégio,N,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
sacrílego,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
sacrista,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
sacudir a água do capote,IDIOM,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
sacudir,V,TG=HUM:N0:N1,POL:N0=1,POL:N1=-1,ANOT=MAN
sádico,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
sadio,Adj,TG=HUM:N0,POL:N0=1,,ANOT=MAN
sadismo,N,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
sadista,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
safado,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
safar-se,V,TG=HUM:N0,POL:N0=1,,ANOT=MAN
sáfaro,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
sáfio,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
safo,Adj,TG=HUM:N0,POL:N0=0,,ANOT=MAN
sagaz,Adj,TG=HUM:N0,POL:N0=1,,ANOT=MAN
sage,Adj,TG=HUM:N0,POL:N0=1,,ANOT=MAN
sagrado,Adj,TG=HUM:N0,POL:N0=1,,ANOT=JALC
sair de cabeça erguida,IDIOM,TG=HUM:N0,POL:N0=1,,ANOT=MAN
sair de mãos a abanar,IDIOM,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
sair do armário,IDIOM,TG=HUM:N0,POL:N0=1,,ANOT=MAN
sair melhor do que a encomenda,IDIOM,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
sair o tiro pela culatra,IDIOM,TG=HUM:N1,POL:N1=-1,,ANOT=MAN
sair-se bem,IDIOM,TG=HUM:N0,POL:N0=1,,ANOT=MAN
sair-se mal,IDIOM,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
saloiice,N,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
saloio,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
